,Year,Make,Model,Condition,Price,Consumer_Rating,Consumer_Review_#,Exterior_Color,Interior_Color,Drivetrain,Fuel_Type,Transmission,Engine,VIN,Stock_#,Mileage,Comfort_Rating,Interior_Design_Rating,Performance_Rating,Value_For_Money_Rating,Exterior_Styling_Rating,Reliability_Rating,State,Seller_Type,Consumer_Rating_binned
3743,2022,Honda,Accord Hybrid Sport,Used,32505.0,4.7,1253,Blue,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F23NA014096,H8247A,10769.0,4.9,5.0,5.0,4.9,4.9,5.0,IN,Dealer,4
3744,2023,Honda,CR-V EX-L,New,37510.0,3.8,327,Platinum White Pearl,Black,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARS4H78PE013606,23HT075,4.0,5.0,5.0,5.0,4.0,4.0,5.0,IN,Dealer,3
3745,2023,Honda,CR-V Hybrid Sport Touring,New,39845.0,4.4,1192,Crystal Black Pearl,Black,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H95PH800426,PH800426,3.0,5.0,3.0,4.0,4.0,5.0,5.0,OH,Dealer,4
3746,2018,Honda,Clarity Plug-In Hybrid Touring,Used,19730.0,4.4,1192,Crystal Black Pearl,Black,Front-wheel Drive,Hybrid,Automatic CVT,1.5L I4 16V MPFI DOHC Hybrid,JHMZC5F37JC010326,JC010326,95441.0,4.8,4.7,4.6,4.6,4.4,4.7,OH,Dealer,4
3747,2019,Honda,Passport Sport,Honda Certified,27989.0,4.4,1192,Black Copper Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H26KB011806,KB011806A,24450.0,4.8,4.7,4.7,4.6,4.7,4.8,OH,Dealer,4
3748,2021,Honda,Passport EX-L,Used,33900.0,4.8,0,Lunar Silver Metallic,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H50MB025553,F1515,45615.0,4.9,4.7,4.8,4.6,4.8,4.8,AL,Dealer,4
3749,2022,Honda,Civic EX,Used,25950.0,4.6,1,Platinum White Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,JHMFE1F70NX004374,2913,15716.0,4.6,4.9,4.4,4.6,4.6,4.7,OH,Dealer,4
3750,2021,Honda,Pilot EX,Used,29980.0,4.8,32,Lunar Silver Metallic,Beige,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H35MB019136,45632870,47442.0,4.9,4.8,4.8,4.7,4.7,4.8,OH,Dealer,4
3751,2022,Honda,Pilot Sport,New,41375.0,4.2,40,Crystal Black,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H38NB059325,Y220507,8.0,5.0,5.0,5.0,5.0,5.0,5.0,OH,Dealer,4
3752,2019,Honda,Passport Elite,Used,32556.0,4.7,698,White Diamond Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H09KB027822,WT30037E,32087.0,4.8,4.7,4.7,4.6,4.7,4.8,WV,Dealer,4
3753,2018,Honda,Accord Touring 2.0T,Used,27877.0,4.8,19,–,–,Front-wheel Drive,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F90JA029639,AP8517,60631.0,4.8,4.8,4.7,4.7,4.8,4.8,GA,Dealer,4
3754,2020,Honda,Accord Touring 2.0T,Used,27999.0,4.5,300,Gray,–,Front-wheel Drive,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F97LA019693,25107TN,38504.0,4.8,4.8,4.8,4.8,4.9,4.9,OH,Dealer,4
3755,2023,Honda,Ridgeline RTL-E,New,46420.0,4.9,671,Pacific Pewter Metallic,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F74PB009371,64769,0.0,5.0,4.8,4.8,4.2,5.0,5.0,OH,Dealer,4
3756,2020,Honda,Civic Si Base,Used,28995.0,3.9,1600,Aegean Blue Metallic,Black,Front-wheel Drive,Gasoline,6-Speed Manual,1.5L I4 16V GDI DOHC Turbo,2HGFC3A58LH753371,A1TP-53371,31953.0,4.8,4.8,4.8,4.8,4.9,4.9,NC,Dealer,3
3757,2023,Honda,Ridgeline RTL,New,43755.0,4.8,401,White,Black,All-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FPYK3F54PB017646,PB017646,6.0,5.0,4.8,4.8,4.2,5.0,5.0,PA,Dealer,4
3759,2023,Honda,CR-V EX,New,34860.0,4.4,280,Blue,Black,All-wheel Drive,Gasoline,–,1.5L I4 16V GDI DOHC Turbo,7FARS4H40PE012178,N6171,3.0,5.0,5.0,5.0,4.0,4.0,5.0,GA,Dealer,4
3760,2020,Honda,Civic LX,Used,19800.0,5.0,1114,Molten Lava Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,19XFC2F60LE002738,A023563B,50253.0,4.8,4.8,4.9,4.8,4.9,4.9,FL,Dealer,5
3761,2021,Honda,Civic Sport,Used,23991.0,5.0,904,Silver Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,SHHFK7H49MU213488,G073835A,43842.0,4.6,4.7,4.7,4.6,4.8,4.6,FL,Dealer,5
3762,2021,Honda,Passport Touring,Used,34500.0,4.7,555,Crystal Black Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H96MB036527,P6541,26201.0,4.9,4.7,4.8,4.6,4.8,4.8,NC,Dealer,4
3763,2021,Honda,CR-V EX-L,Used,30140.0,4.9,28,Radiant Red Metallic,Gray,All-wheel Drive,Gasoline,continuously variable w/sport mode,4 Cylinder Engine,2HKRW2H80MH669177,KP1002,9240.0,4.9,4.8,4.8,4.8,4.9,4.9,NY,Dealer,4
3764,2023,Honda,CR-V EX-L,New,36900.0,2.1,115,Still Night Pearl,Black,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARS4H7XPE008925,H23520,5.0,5.0,5.0,5.0,4.0,4.0,5.0,NC,Dealer,2
3765,2019,Honda,Accord EX-L,Used,26500.0,4.1,1919,Gray,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F53KA038330,F17612,21964.0,4.7,4.7,4.7,4.7,4.8,4.8,SC,Dealer,4
3766,2022,Honda,Accord Hybrid Sport,New,32165.0,5.0,1923,Lunar,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F20NA041403,NA041403,11.0,4.9,5.0,5.0,4.9,4.9,5.0,FL,Dealer,5
3767,2021,Honda,Civic Type R Touring,Used,43911.0,4.8,223,Sonic Gray Pearl,Black / Red,Front-wheel Drive,Gasoline,6-Speed Manual,2.0L I4 16V GDI DOHC Turbo,SHHFK8G7XMU201433,AW22L058B,11662.0,5.0,4.8,5.0,4.8,4.8,5.0,NY,Dealer,4
3768,2016,Honda,CR-V EX,Used,18998.0,4.6,0,Gray,Gray,Front-wheel Drive,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,3CZRM3H51GG710182,23325500,107181.0,4.6,4.5,4.6,4.6,4.7,4.7,FL,Dealer,4
3769,2022,Honda,Pilot Special Edition,New,44600.0,4.6,1504,Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H23NB105425,NB105425,3.0,5.0,5.0,5.0,5.0,5.0,5.0,FL,Dealer,4
3770,2018,Honda,Clarity Plug-In Hybrid Base,Used,24499.0,5.0,29258,Solar Silver Metallic,Black,Front-wheel Drive,Hybrid,Automatic CVT,1.5L I4 16V MPFI DOHC Hybrid,JHMZC5F19JC014103,O375949,38111.0,4.8,4.7,4.6,4.6,4.4,4.7,FL,Dealer,5
3771,2017,Honda,CR-V EX-L,Used,24657.0,4.7,998,Obsidian Blue Pearl,–,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARW1H84HE029699,HE029699,40555.0,4.8,4.8,4.7,4.7,4.8,4.8,FL,Dealer,4
3772,2023,Honda,CR-V EX,New,34250.0,4.9,2757,Platinum White Pearl,Gray,All-wheel Drive,Gasoline,Variable,Intercooled Turbo Regular Unleaded I-4 1.5 L/91,7FARS4H47PE011206,H45267,0.0,5.0,5.0,5.0,4.0,4.0,5.0,FL,Dealer,4
3773,2022,Honda,Accord Sport 2.0T,New,35150.0,4.2,1147,Still Night Pearl,Black,Front-wheel Drive,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F38NA019944,H221629,14.0,5.0,5.0,5.0,5.0,5.0,5.0,VA,Dealer,4
3774,2019,Honda,Civic Si Base,Used,25495.0,3.5,1258,Lunar Silver Metallic,Black,Front-wheel Drive,Gasoline,6-Speed Manual,1.5L I4 16V GDI DOHC Turbo,2HGFC1E56KH707230,C30106B,44258.0,4.7,4.8,4.7,4.8,4.8,4.9,VA,Dealer,3
3775,2020,Honda,Civic Si Base,Used,26997.0,4.4,417,White,Black,Front-wheel Drive,Gasoline,6-Speed Manual,1.5L I4 16V GDI DOHC Turbo,2HGFC1E5XLH700914,700914,41000.0,4.8,4.8,4.8,4.8,4.9,4.9,VA,Dealer,4
3776,2020,Honda,Pilot EX-L,Used,34500.0,4.8,1052,–,–,All-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H50LB046146,KV272,17404.0,4.6,4.5,4.2,4.1,4.5,4.1,PA,Dealer,4
3777,2019,Honda,Civic Si Base,Used,18911.0,2.6,112,White,Black,Front-wheel Drive,Gasoline,6-Speed Manual,1.5L I4 16V GDI DOHC Turbo,2HGFC3A51KH751881,751881,52481.0,4.7,4.8,4.7,4.8,4.8,4.9,MD,Dealer,2
3778,2014,Honda,Accord Sport,Used,14988.0,4.7,3,Tan,–,Front-wheel Drive,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,1HGCR2F56EA189564,8425P,128840.0,4.6,4.6,4.6,4.6,4.7,4.8,MD,Dealer,4
3779,2016,Honda,Pilot Touring,Used,21880.0,4.5,134,Blue,Beige,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H95GB037077,WP004A,115761.0,4.7,4.6,4.5,4.4,4.6,4.6,NC,Dealer,4
3780,2019,Honda,Passport EX-L,Used,29701.0,4.9,197,Gray,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H52KB025762,P3268,35670.0,4.8,4.7,4.7,4.6,4.7,4.8,NY,Dealer,4
3781,2019,Honda,Ridgeline Black Edition,Used,31998.0,5.0,1184,Crystal Black Pearl,Black,All-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F88KB036722,XP10002,47066.0,4.9,4.8,4.8,4.6,4.7,4.9,FL,Dealer,5
3782,2021,Honda,Civic Type R Limited Edition,Used,55926.0,4.7,2284,Phoenix Yellow,–,Front-wheel Drive,Gasoline,6-Speed Manual,2.0L I4 16V GDI DOHC Turbo,SHHFK8G0XMU204724,MU204724,2980.0,5.0,4.8,5.0,4.8,4.8,5.0,FL,Dealer,4
3783,2021,Honda,Civic Type R Touring,Used,47998.0,4.9,14,Blue,Red,Front-wheel Drive,Gasoline,6-Speed Manual,2.0L I4 16V GDI DOHC Turbo,SHHFK8G77MU202538,23326144,13829.0,5.0,4.8,5.0,4.8,4.8,5.0,FL,Dealer,4
3784,2017,Honda,Pilot EX-L,Used,21498.0,4.7,349,White Diamond Pearl,Beige,Front-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H5XHB024124,LEA47610A,82056.0,4.8,4.7,4.7,4.6,4.7,4.7,FL,Dealer,4
3785,2016,Honda,Odyssey EX-L,Used,19979.0,5.0,2296,Modern Steel Metallic,Truffle,Front-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNRL5H65GB020390,J226121B,88850.0,4.8,4.6,4.7,4.6,4.7,4.8,PA,Dealer,5
3786,2020,Honda,Civic LX,Used,19624.0,4.9,0,Blue,Black,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,2HGFC2F64LH522544,K1914A,26955.0,4.8,4.8,4.9,4.8,4.9,4.9,NY,Dealer,4
3788,2020,Honda,Ridgeline Sport,Used,31995.0,4.6,1192,Crystal Black Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F13LB029746,H5456,18765.0,4.8,4.7,4.6,4.5,4.7,4.7,NJ,Dealer,4
3789,2007,Honda,Ridgeline RT,Used,6195.0,4.6,0,Burgundy,Gray,Four-wheel Drive,Gasoline,5-SPEED A/T,V6 Cylinder Engine,2HJYK16257H529537,7H529537STK,198863.0,4.6,4.5,4.4,4.6,4.3,4.7,NJ,Dealer,4
3790,2020,Honda,Passport EX-L,Used,36990.0,4.6,904,Lunar Silver Metallic,–,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H55LB017530,YLB017530,14005.0,4.9,4.8,4.8,4.6,4.8,4.8,NJ,Dealer,4
3791,2019,Honda,CR-V EX-L,Used,25500.0,4.8,2,Obsidian Blue Pearl,Gray,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARW2H82KE045283,NJ0537A,26114.0,4.8,4.8,4.7,4.7,4.8,4.8,NJ,Dealer,4
3792,2022,Honda,Civic Sport,Used,25750.0,4.6,3,Morning Mist Metallic,–,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,2HGFE2F53NH579628,26237A,15248.0,4.6,4.9,4.4,4.6,4.6,4.7,Glens,Dealer,4
3793,2018,Honda,Civic EX,Used,18899.0,4.8,155,Blue,Black,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,2HGFC2F72JH599094,599094,70595.0,4.7,4.7,4.8,4.8,4.9,4.8,NY,Dealer,4
3794,2018,Honda,Accord LX,Used,17995.0,4.8,2,–,–,Front-wheel Drive,Gasoline,continuously variable,4 Cylinder Engine,1HGCV1F10JA092597,401CT,63768.0,4.8,4.8,4.7,4.7,4.8,4.8,NY,Dealer,4
3795,2022,Honda,Pilot Special Edition,New,44600.0,4.3,1925,Dark Cherry Pearl,Beige,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H26NB092766,NB092766,9.0,5.0,5.0,5.0,5.0,5.0,5.0,CT,Dealer,4
3796,2018,Honda,Civic EX,Used,19994.0,4.8,3,Gray,–,Front-wheel Drive,Gasoline,continuously variable,4 Cylinder Engine,SHHFK7H51JU427959,427959,57535.0,4.7,4.7,4.8,4.8,4.9,4.8,CT,Dealer,4
3797,2019,Honda,Accord Sport,Used,26347.0,5.0,345,Silver,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F31KA168119,H03581,23395.0,4.7,4.7,4.7,4.7,4.8,4.8,MA,Dealer,5
3798,2016,Honda,Pilot Elite,Used,21562.0,4.4,1969,Gray,–,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H09GB053087,GB053087,114798.0,4.7,4.6,4.5,4.4,4.6,4.6,ME,Dealer,4
3799,2020,Honda,CR-V LX,Used,23997.0,4.4,81,Crystal Black Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,5J6RW1H2XLA015485,LA015485,30669.0,4.9,4.8,4.8,4.8,4.9,4.9,CA,Dealer,4
3800,2022,Honda,Pilot TrailSport,New,46500.0,5.0,619,Sonic Gray Pearl,Black,All-wheel Drive,Gasoline,Automatic,Regular Unleaded V-6 3.5 L/212,5FNYF6H84NB092589,221241,0.0,5.0,5.0,5.0,5.0,5.0,5.0,CA,Dealer,5
3801,2023,Honda,CR-V Hybrid Sport,New,34090.0,5.0,619,Platinum White Pearl,Black,Front-wheel Drive,Hybrid,Variable,Gas/Electric I-4 2.0 L/122,2HKRS5H59PH700787,230138,0.0,5.0,3.0,4.0,4.0,5.0,5.0,CA,Dealer,5
3802,2019,Honda,Insight EX,Used,20701.0,4.3,232,White,Black,Front-wheel Drive,Hybrid,Automatic CVT,1.5L I4 16V MPFI DOHC Hybrid,19XZE4F57KE029931,E60589,91924.0,4.6,4.8,4.5,4.7,4.8,4.8,CA,Dealer,4
3803,2019,Honda,Accord Sport 2.0T,Used,30998.0,4.7,0,Black,Black,Front-wheel Drive,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F35KA005916,23580538,18407.0,4.7,4.7,4.7,4.7,4.8,4.8,CA,Dealer,4
3804,2023,Honda,Odyssey Touring,New,46290.0,4.9,1508,Sonic Gray Pearl,Black,Front-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FNRL6H82PB018930,230097,0.0,5.0,5.0,4.0,4.0,4.0,5.0,CA,Dealer,4
3805,2014,Honda,Accord Sport,Used,17559.0,5.0,644,Silver,Black,Front-wheel Drive,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,1HGCR2F57EA130927,L21747B,89905.0,4.6,4.6,4.6,4.6,4.7,4.8,NV,Dealer,5
3806,2020,Honda,Ridgeline RTL,Used,34998.0,4.7,3,Gray,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F55LB024695,23864178,25398.0,4.8,4.7,4.6,4.5,4.7,4.7,CA,Dealer,4
3807,2023,Honda,Odyssey Sport,New,43050.0,4.7,2376,Sonic Gray Pearl,–,FWD,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FNRL6H70PB033210,PB033210,6.0,5.0,5.0,4.0,4.0,4.0,5.0,CA,Dealer,4
3808,2018,Honda,Odyssey EX-L,Used,26981.0,4.3,471,Silver,–,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H71JB003785,PB007323A,60370.0,4.8,4.7,4.6,4.3,4.7,4.6,CA,Dealer,4
3809,2022,Honda,Accord Hybrid Sport,New,32560.0,5.0,0,–,–,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F23NA045946,H45946,2.0,4.9,5.0,5.0,4.9,4.9,5.0,CA,Dealer,5
3810,2022,Honda,Passport TrailSport,New,42265.0,4.1,14,Crystal Black Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H68NB019235,H2791,2.0,5.0,5.0,4.9,5.0,4.9,5.0,CA,Dealer,4
3811,2022,Honda,Passport TrailSport,New,44792.0,4.8,1279,Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H66NB027382,H22172,0.0,5.0,5.0,4.9,5.0,4.9,5.0,AZ,Dealer,4
3812,2023,Honda,Odyssey EX-L,New,42360.0,5.0,737,Platinum White Pearl,Beige,Front-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FNRL6H68PB035312,46787,0.0,5.0,5.0,4.0,4.0,4.0,5.0,AZ,Dealer,5
3813,2022,Honda,HR-V Sport,Used,23495.0,5.0,1492,Aegean Blue Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU5H16NM724442,NM724442,4579.0,3.8,3.2,3.6,3.6,4.2,4.2,CA,Dealer,5
3814,2020,Honda,Accord LX 1.5T,Used,21995.0,4.4,152,Black,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F17LA080529,L13064,50554.0,4.8,4.8,4.8,4.8,4.9,4.9,UT,Dealer,4
3815,2019,Honda,Accord LX,Honda Certified,23959.0,4.6,1421,Radiant Red Metallic,Ivory,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F15KA083265,KA083265H,36599.0,4.7,4.7,4.7,4.7,4.8,4.8,OR,Dealer,4
3816,2022,Honda,Pilot EX-L,New,44000.0,4.8,1650,Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H56NB095550,NB095550,4.0,5.0,5.0,5.0,5.0,5.0,5.0,OR,Dealer,4
3818,2019,Honda,Ridgeline Black Edition,Used,37991.0,4.2,796,Black,Black,All-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F85KB504101,KB504101,28003.0,4.9,4.8,4.8,4.6,4.7,4.9,WA,Dealer,4
3819,2013,Honda,Civic EX-L,Used,15998.0,4.6,11,Gray,Gray,FWD,Gasoline,5-Speed Automatic,1.8L I4 16V MPFI SOHC,2HGFG3B0XDH523890,23736372,90876.0,4.5,4.5,4.4,4.7,4.6,4.8,CO,Dealer,4
3820,2023,Honda,CR-V Hybrid Sport Touring,New,40395.0,5.0,1370,Canyon,Black,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H93PH806628,2H30326,1.0,5.0,3.0,4.0,4.0,5.0,5.0,CO,Dealer,5
3821,2019,Honda,Civic Sport Touring,Honda Certified,26370.0,4.8,746,White,–,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,SHHFK7H95KU414670,KU414670,47381.0,4.8,4.8,4.9,4.8,4.9,4.9,WA,Dealer,4
3822,2019,Honda,Civic LX,Used,21559.0,4.2,727,Platinum White Pearl,Ivory,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,19XFC2F66KE203266,KE203266B,38000.0,4.8,4.8,4.9,4.8,4.9,4.9,WA,Dealer,4
3823,2022,Honda,Pilot Sport,New,36803.0,4.5,1126,Crystal Black Pearl,–,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H30NB037555,NB037555,5.0,5.0,5.0,5.0,5.0,5.0,5.0,WA,Dealer,4
3824,2022,Honda,Pilot EX-L,New,40740.0,4.5,1126,Crystal Black Pearl,–,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H54NB093585,NB093585,5.0,5.0,5.0,5.0,5.0,5.0,5.0,WA,Dealer,4
3825,2020,Honda,Pilot Elite,Honda Certified,41500.0,4.1,46,Gray,–,All-wheel Drive,Gasoline,9-SPEED A/T,V6 Cylinder Engine,5FNYF6H07LB018140,H018140PC,42433.0,4.6,4.5,4.2,4.1,4.5,4.1,MT,Dealer,4
3826,2019,Honda,Pilot EX-L,Used,26988.0,5.0,1065,White,Beige,Front-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H52KB012024,KB012024,70050.0,4.8,4.7,4.7,4.6,4.7,4.8,OK,Dealer,5
3827,2020,Honda,Pilot Touring 7-Passenger,Used,34500.0,4.9,449,Crystal Black Pearl,–,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H64LB023147,LB023147,42385.0,4.6,4.5,4.2,4.1,4.5,4.1,TX,Dealer,4
3829,2012,Honda,Accord EX-L,Used,14990.0,5.0,1052,Polished Metal Metallic,Gray,Front-wheel Drive,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,1HGCP2F86CA030587,CA030587,76881.0,4.4,4.4,4.5,4.6,4.5,4.7,TX,Dealer,5
3830,2009,Honda,Pilot EX-L,Used,10999.0,4.5,147,Gold,Beige,Front-wheel Drive,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNYF38559B012940,28736,143644.0,4.6,4.4,4.3,4.4,4.3,4.7,TX,Dealer,4
3831,2022,Honda,Accord Sport 1.5T,New,30470.0,3.9,187,Platinum White Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F3XNA116413,N116413,2.0,5.0,5.0,5.0,5.0,5.0,5.0,KS,Dealer,3
3832,2020,Honda,Passport Touring,Honda Certified,32996.0,4.9,3405,Brown,Black,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF7H93LB003381,PLB003381,33741.0,4.9,4.8,4.8,4.6,4.8,4.8,TX,Dealer,4
3833,2016,Honda,Civic LX,Used,19950.0,5.0,1777,Modern Steel Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,19XFC2F5XGE006308,P22889,32386.0,4.6,4.6,4.6,4.6,4.8,4.6,TX,Dealer,5
3834,2020,Honda,Accord Hybrid Touring,Used,26781.0,5.0,2195,Platinum White Pearl,Ivory,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F93LA001214,TGP074A,87328.0,4.7,4.8,4.5,4.6,4.7,4.8,OK,Dealer,5
3835,2022,Honda,Accord Hybrid Sport,New,31697.0,5.0,1596,Lunar Silver Metallic,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F28NA039818,4185,5.0,4.9,5.0,5.0,4.9,4.9,5.0,TX,Dealer,5
3837,2020,Honda,Accord LX 1.5T,Used,23998.0,4.6,1614,Crystal Black Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F1XLA048920,221616A,35302.0,4.8,4.8,4.8,4.8,4.9,4.9,MN,Dealer,4
3838,2022,Honda,Accord Sport 2.0T,New,35845.0,4.6,6558,Platinum White Pearl,Black,Front-wheel Drive,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F32NA024430,221794,6.0,5.0,5.0,5.0,5.0,5.0,5.0,MN,Dealer,4
3839,2020,Honda,Passport Elite,Honda Certified,33998.0,3.9,1075,Crystal Black Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H01LB020221,P292307,56483.0,4.9,4.8,4.8,4.6,4.8,4.8,MN,Dealer,3
3841,2022,Honda,HR-V Sport,Used,25995.0,3.8,3,Platinum White Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU5H12NM726138,A3588,5556.0,3.8,3.2,3.6,3.6,4.2,4.2,LA,Dealer,3
3842,2023,Honda,Odyssey Touring,New,43900.0,4.4,7,Platinum White Pearl,Beige,Front-wheel Drive,Gasoline,10-Speed Automatic with Overdrive,3.5L V6 24V GDI SOHC,5FNRL6H80PB035838,25848,3.0,5.0,5.0,4.0,4.0,4.0,5.0,LA,Dealer,4
3843,2022,Honda,Pilot TrailSport,Used,41799.0,5.0,7,White,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H82NB082613,A1139,3330.0,5.0,5.0,5.0,5.0,5.0,5.0,LA,Dealer,5
3844,2020,Honda,Pilot Touring 7-Passenger,Used,36390.0,5.0,1751,Crystal Black Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H69LB063813,V230049A,30300.0,4.6,4.5,4.2,4.1,4.5,4.1,MO,Dealer,5
